geo,nace_r2,year,activity,country
MT,C1391,2023,Manufacture of knitted and crocheted fabrics,Malta
MT,C1393,2021,Manufacture of carpets and rugs,Malta
MT,C1393,2024,Manufacture of carpets and rugs,Malta
MT,C1394,2023,"Manufacture of cordage, rope, twine and netting",Malta
MT,C1394,2024,"Manufacture of cordage, rope, twine and netting",Malta
MT,C1399,2022,Manufacture of other textiles n.e.c.,Malta
MT,C1411,2021,Manufacture of leather clothes,Malta
MT,C1411,2022,Manufacture of leather clothes,Malta
MT,C1411,2023,Manufacture of leather clothes,Malta
MT,C1411,2024,Manufacture of leather clothes,Malta
MT,C1412,2021,Manufacture of workwear,Malta
MT,C1419,2024,Manufacture of other wearing apparel and accessories,Malta
MT,C1420,2021,Manufacture of articles of fur,Malta
MT,C1431,2024,Manufacture of knitted and crocheted hosiery,Malta
MT,C1439,2021,Manufacture of other knitted and crocheted apparel,Malta
MT,C1439,2022,Manufacture of other knitted and crocheted apparel,Malta
MT,C1439,2023,Manufacture of other knitted and crocheted apparel,Malta
MT,C1439,2024,Manufacture of other knitted and crocheted apparel,Malta
MT,C1512,2021,"Manufacture of luggage, handbags and the like, saddlery and harness",Malta
MT,C1512,2022,"Manufacture of luggage, handbags and the like, saddlery and harness",Malta
MT,C1512,2023,"Manufacture of luggage, handbags and the like, saddlery and harness",Malta
MT,C1512,2024,"Manufacture of luggage, handbags and the like, saddlery and harness",Malta
MT,C1520,2021,Manufacture of footwear,Malta
MT,C1520,2022,Manufacture of footwear,Malta
MT,C1610,2021,Sawmilling and planing of wood,Malta
MT,C1610,2022,Sawmilling and planing of wood,Malta
MT,C1610,2023,Sawmilling and planing of wood,Malta
MT,C1610,2024,Sawmilling and planing of wood,Malta
MT,C1621,2021,Manufacture of veneer sheets and wood-based panels,Malta
MT,C1621,2022,Manufacture of veneer sheets and wood-based panels,Malta
MT,C1621,2023,Manufacture of veneer sheets and wood-based panels,Malta
MT,C1621,2024,Manufacture of veneer sheets and wood-based panels,Malta
MT,C1622,2021,Manufacture of assembled parquet floors,Malta
MT,C1622,2022,Manufacture of assembled parquet floors,Malta
MT,C1622,2023,Manufacture of assembled parquet floors,Malta
MT,C1622,2024,Manufacture of assembled parquet floors,Malta
MT,C1624,2021,Manufacture of wooden containers,Malta
MT,C1624,2022,Manufacture of wooden containers,Malta
MT,C1624,2023,Manufacture of wooden containers,Malta
MT,C1721,2022,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,Malta
MT,C1721,2023,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,Malta
MT,C1721,2024,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,Malta
MT,C1722,2021,Manufacture of household and sanitary goods and of toilet requisites,Malta
MT,C1722,2024,Manufacture of household and sanitary goods and of toilet requisites,Malta
MT,C1723,2022,Manufacture of paper stationery,Malta
MT,C1723,2023,Manufacture of paper stationery,Malta
MT,C1723,2024,Manufacture of paper stationery,Malta
MT,C1729,2021,Manufacture of other articles of paper and paperboard,Malta
MT,C1729,2022,Manufacture of other articles of paper and paperboard,Malta
MT,C1813,2022,Pre-press and pre-media services,Malta
MT,C1813,2023,Pre-press and pre-media services,Malta
MT,C1813,2024,Pre-press and pre-media services,Malta
MT,C1814,2022,Binding and related services,Malta
MT,C1814,2023,Binding and related services,Malta
MT,C1814,2024,Binding and related services,Malta
MT,C1820,2022,Reproduction of recorded media,Malta
MT,C1820,2023,Reproduction of recorded media,Malta
MT,C1820,2024,Reproduction of recorded media,Malta
MT,C1910,2021,Manufacture of coke oven products,Malta
MT,C2011,2021,Manufacture of industrial gases,Malta
MT,C2011,2022,Manufacture of industrial gases,Malta
MT,C2011,2023,Manufacture of industrial gases,Malta
MT,C2011,2024,Manufacture of industrial gases,Malta
MT,C2013,2021,Manufacture of other inorganic basic chemicals,Malta
MT,C2013,2022,Manufacture of other inorganic basic chemicals,Malta
MT,C2013,2023,Manufacture of other inorganic basic chemicals,Malta
MT,C2013,2024,Manufacture of other inorganic basic chemicals,Malta
MT,C2014,2021,Manufacture of other organic basic chemicals,Malta
MT,C2014,2022,Manufacture of other organic basic chemicals,Malta
MT,C2014,2023,Manufacture of other organic basic chemicals,Malta
MT,C2014,2024,Manufacture of other organic basic chemicals,Malta
MT,C2016,2023,Manufacture of plastics in primary forms,Malta
MT,C2016,2024,Manufacture of plastics in primary forms,Malta
MT,C2020,2021,Manufacture of pesticides and other agrochemical products,Malta
MT,C2020,2022,Manufacture of pesticides and other agrochemical products,Malta
MT,C2020,2023,Manufacture of pesticides and other agrochemical products,Malta
MT,C2020,2024,Manufacture of pesticides and other agrochemical products,Malta
MT,C2041,2021,"Manufacture of soap and detergents, cleaning and polishing preparations",Malta
MT,C2041,2022,"Manufacture of soap and detergents, cleaning and polishing preparations",Malta
MT,C2041,2023,"Manufacture of soap and detergents, cleaning and polishing preparations",Malta
MT,C2042,2021,Manufacture of perfumes and toilet preparations,Malta
MT,C2042,2022,Manufacture of perfumes and toilet preparations,Malta
MT,C2051,2021,Manufacture of explosives,Malta
MT,C2051,2022,Manufacture of explosives,Malta
MT,C2052,2021,Manufacture of glues,Malta
MT,C2052,2022,Manufacture of glues,Malta
MT,C2052,2023,Manufacture of glues,Malta
MT,C2052,2024,Manufacture of glues,Malta
MT,C2053,2023,Manufacture of essential oils,Malta
MT,C2053,2024,Manufacture of essential oils,Malta
MT,C2060,2021,Manufacture of man-made fibres,Malta
MT,C2110,2024,Manufacture of basic pharmaceutical products,Malta
MT,C2120,2023,Manufacture of pharmaceutical preparations,Malta
MT,C2221,2021,"Manufacture of plastic plates, sheets, tubes and profiles",Malta
MT,C2221,2022,"Manufacture of plastic plates, sheets, tubes and profiles",Malta
MT,C2221,2023,"Manufacture of plastic plates, sheets, tubes and profiles",Malta
MT,C2221,2024,"Manufacture of plastic plates, sheets, tubes and profiles",Malta
MT,C2223,2021,Manufacture of builders' ware of plastic,Malta
MT,C2223,2023,Manufacture of builders' ware of plastic,Malta
MT,C2223,2024,Manufacture of builders' ware of plastic,Malta
MT,C2229,2022,Manufacture of other plastic products,Malta
MT,C2311,2024,Manufacture of flat glass,Malta
MT,C2313,2023,Manufacture of hollow glass,Malta
MT,C2313,2024,Manufacture of hollow glass,Malta
MT,C2314,2023,Manufacture of glass fibres,Malta
MT,C2331,2021,Manufacture of ceramic tiles and flags,Malta
MT,C2331,2022,Manufacture of ceramic tiles and flags,Malta
MT,C2331,2023,Manufacture of ceramic tiles and flags,Malta
MT,C2331,2024,Manufacture of ceramic tiles and flags,Malta
MT,C2332,2021,"Manufacture of bricks, tiles and construction products, in baked clay",Malta
MT,C2332,2022,"Manufacture of bricks, tiles and construction products, in baked clay",Malta
MT,C2332,2023,"Manufacture of bricks, tiles and construction products, in baked clay",Malta
MT,C2332,2024,"Manufacture of bricks, tiles and construction products, in baked clay",Malta
MT,C2341,2022,Manufacture of ceramic household and ornamental articles,Malta
MT,C2341,2023,Manufacture of ceramic household and ornamental articles,Malta
MT,C2341,2024,Manufacture of ceramic household and ornamental articles,Malta
MT,C2349,2022,Manufacture of other ceramic products,Malta
MT,C2349,2023,Manufacture of other ceramic products,Malta
MT,C2349,2024,Manufacture of other ceramic products,Malta
MT,C2399,2021,Manufacture of other non-metallic mineral products n.e.c.,Malta
MT,C2399,2023,Manufacture of other non-metallic mineral products n.e.c.,Malta
MT,C2399,2024,Manufacture of other non-metallic mineral products n.e.c.,Malta
MT,C2410,2023,Manufacture of basic iron and steel and of ferro-alloys,Malta
MT,C2410,2024,Manufacture of basic iron and steel and of ferro-alloys,Malta
MT,C2420,2023,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",Malta
MT,C2431,2023,Cold drawing of bars,Malta
MT,C2431,2024,Cold drawing of bars,Malta
MT,C2433,2023,Cold forming or folding,Malta
MT,C2433,2024,Cold forming or folding,Malta
MT,C2441,2023,Precious metals production,Malta
MT,C2441,2024,Precious metals production,Malta
MT,C2442,2023,Aluminium production,Malta
MT,C2451,2021,Casting of iron,Malta
MT,C2451,2022,Casting of iron,Malta
MT,C2451,2023,Casting of iron,Malta
MT,C2451,2024,Casting of iron,Malta
MT,C2452,2022,Casting of steel,Malta
MT,C2452,2023,Casting of steel,Malta
MT,C2452,2024,Casting of steel,Malta
MT,C2453,2021,Casting of light metals,Malta
MT,C2453,2022,Casting of light metals,Malta
MT,C2521,2021,Manufacture of central heating radiators and boilers,Malta
MT,C2521,2023,Manufacture of central heating radiators and boilers,Malta
MT,C2521,2024,Manufacture of central heating radiators and boilers,Malta
MT,C2530,2021,"Manufacture of steam generators, except central heating hot water boilers",Malta
MT,C2530,2022,"Manufacture of steam generators, except central heating hot water boilers",Malta
MT,C2530,2023,"Manufacture of steam generators, except central heating hot water boilers",Malta
MT,C2530,2024,"Manufacture of steam generators, except central heating hot water boilers",Malta
MT,C2540,2021,Manufacture of weapons and ammunition,Malta
MT,C2550,2022,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Malta
MT,C2550,2023,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Malta
MT,C2571,2021,Manufacture of cutlery,Malta
MT,C2572,2021,Manufacture of locks and hinges,Malta
MT,C2572,2022,Manufacture of locks and hinges,Malta
MT,C2572,2023,Manufacture of locks and hinges,Malta
MT,C2572,2024,Manufacture of locks and hinges,Malta
MT,C2573,2022,Manufacture of tools,Malta
MT,C2573,2023,Manufacture of tools,Malta
MT,C2573,2024,Manufacture of tools,Malta
MT,C2591,2021,Manufacture of steel drums and similar containers,Malta
MT,C2593,2021,"Manufacture of wire products, chain and springs",Malta
MT,C2593,2022,"Manufacture of wire products, chain and springs",Malta
MT,C2593,2023,"Manufacture of wire products, chain and springs",Malta
MT,C2593,2024,"Manufacture of wire products, chain and springs",Malta
MT,C2599,2022,Manufacture of other fabricated metal products n.e.c.,Malta
MT,C2599,2023,Manufacture of other fabricated metal products n.e.c.,Malta
MT,C2599,2024,Manufacture of other fabricated metal products n.e.c.,Malta
MT,C2611,2021,Manufacture of electronic components,Malta
MT,C2611,2022,Manufacture of electronic components,Malta
MT,C2611,2023,Manufacture of electronic components,Malta
MT,C2611,2024,Manufacture of electronic components,Malta
MT,C2612,2021,Manufacture of loaded electronic boards,Malta
MT,C2612,2022,Manufacture of loaded electronic boards,Malta
MT,C2612,2023,Manufacture of loaded electronic boards,Malta
MT,C2612,2024,Manufacture of loaded electronic boards,Malta
MT,C2620,2021,Manufacture of computers and peripheral equipment,Malta
MT,C2640,2021,Manufacture of consumer electronics,Malta
MT,C2640,2022,Manufacture of consumer electronics,Malta
MT,C2640,2023,Manufacture of consumer electronics,Malta
MT,C2640,2024,Manufacture of consumer electronics,Malta
MT,C2660,2021,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",Malta
MT,C2660,2022,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",Malta
MT,C2660,2023,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",Malta
MT,C2660,2024,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",Malta
MT,C2711,2024,"Manufacture of electric motors, generators and transformers",Malta
MT,C2712,2024,Manufacture of electricity distribution and control apparatus,Malta
MT,C2720,2021,Manufacture of batteries and accumulators,Malta
MT,C2720,2022,Manufacture of batteries and accumulators,Malta
MT,C2720,2023,Manufacture of batteries and accumulators,Malta
MT,C2720,2024,Manufacture of batteries and accumulators,Malta
MT,C2732,2022,Manufacture of other electronic and electric wires and cables,Malta
MT,C2732,2023,Manufacture of other electronic and electric wires and cables,Malta
MT,C2732,2024,Manufacture of other electronic and electric wires and cables,Malta
MT,C2740,2021,Manufacture of electric lighting equipment,Malta
MT,C2740,2022,Manufacture of electric lighting equipment,Malta
MT,C2740,2023,Manufacture of electric lighting equipment,Malta
MT,C2740,2024,Manufacture of electric lighting equipment,Malta
MT,C2811,2021,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Malta
MT,C2811,2022,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Malta
MT,C2811,2023,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Malta
MT,C2811,2024,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Malta
